Sweden, Period fertility rates by calendar year, age reached during the year (ARDY) and birth cohort (vertical parallelograms)
Last modified: 21/03/2016
Year    ARDY   Cohort        ASFR
1985     21     1964      0.05603
1985     22     1963      0.07470
1985     23     1962      0.09089
1985     24     1961      0.10883
1985     25     1960      0.12521
1985     26     1959      0.13310
1985     27     1958      0.13706
1985     28     1957      0.13630
1985     29     1956      0.12912
1985     30     1955      0.11977
1985     31     1954      0.10737
1985     32     1953      0.09389
1985     33     1952      0.07958
1985     34     1951      0.06488
1985     35     1950      0.05334
1985     36     1949      0.04484
1985     37     1948      0.03232
1985     38     1947      0.02518
1985     39     1946      0.01850
1985     40     1945      0.01300
1985     41     1944      0.00898
1985     42     1943      0.00574
1985     43     1942      0.00341
1985     44     1941      0.00195
1985     45     1940      0.00109
1985     46     1939      0.00039
1985     47     1938      0.00013
1985     48     1937      0.00004
1985     49     1936      0.00005
1985     50     1935      0.00002
1985     51     1934      0.00000
1985     52     1933      0.00000
1985     53     1932      0.00000
1985     54     1931      0.00000
1985     55+    1930-     0.00000
1986     12-    1974+     0.00000
1986     13     1973      0.00000
1986     14     1972      0.00013
1986     15     1971      0.00032
1986     16     1970      0.00117
1986     17     1969      0.00395
1986     18     1968      0.00993
1986     19     1967      0.02248
1986     20     1966      0.03849
1986     21     1965      0.05729
1986     22     1964      0.07650
1986     23     1963      0.09455
1986     24     1962      0.11000
1986     25     1961      0.12585
1986     26     1960      0.13792
1986     27     1959      0.14085
1986     28     1958      0.13989
1986     29     1957      0.13561
1986     30     1956      0.12486
1986     31     1955      0.11117
1986     32     1954      0.09515
1986     33     1953      0.08369
1986     34     1952      0.07062
1986     35     1951      0.05828
1986     36     1950      0.04523
1986     37     1949      0.03586
1986     38     1948      0.02613
1986     39     1947      0.01950
1986     40     1946      0.01311
1986     41     1945      0.00869
1986     42     1944      0.00607
1986     43     1943      0.00384
1986     44     1942      0.00183
1986     45     1941      0.00094
1986     46     1940      0.00048
1986     47     1939      0.00012
1986     48     1938      0.00000
1986     49     1937      0.00000
1986     50     1936      0.00005
1986     51     1935      0.00000
1986     52     1934      0.00000
1986     53     1933      0.00000
1986     54     1932      0.00000
1986     55+    1931-     0.00002
1987     12-    1975+     0.00000
1987     13     1974      0.00000
1987     14     1973      0.00004
1987     15     1972      0.00029
1987     16     1971      0.00101
1987     17     1970      0.00450
1987     18     1969      0.00917
1987     19     1968      0.02196
1987     20     1967      0.03898
1987     21     1966      0.05486
1987     22     1965      0.07761
1987     23     1964      0.09624
1987     24     1963      0.11039
1987     25     1962      0.12499
1987     26     1961      0.13671
1987     27     1960      0.14236
1987     28     1959      0.14478
1987     29     1958      0.14086
1987     30     1957      0.13183
1987     31     1956      0.11695
1987     32     1955      0.10451
1987     33     1954      0.08679
1987     34     1953      0.07265
1987     35     1952      0.05917
1987     36     1951      0.04730
1987     37     1950      0.03725
1987     38     1949      0.02603
1987     39     1948      0.02055
1987     40     1947      0.01435
1987     41     1946      0.00925
1987     42     1945      0.00558
1987     43     1944      0.00403
1987     44     1943      0.00234
1987     45     1942      0.00112
1987     46     1941      0.00036
1987     47     1940      0.00021
1987     48     1939      0.00002
1987     49     1938      0.00002
1987     50     1937      0.00000
1987     51     1936      0.00000
1987     52     1935      0.00000
1987     53     1934      0.00000
1987     54     1933      0.00000
1987     55+    1932-     0.00000
1988     12-    1976+     0.00000
1988     13     1975      0.00000
1988     14     1974      0.00007
1988     15     1973      0.00020
1988     16     1972      0.00139
1988     17     1971      0.00425
1988     18     1970      0.01015
1988     19     1969      0.02327
1988     20     1968      0.04188
1988     21     1967      0.05979
1988     22     1966      0.08095
1988     23     1965      0.10226
1988     24     1964      0.11774
1988     25     1963      0.13541
1988     26     1962      0.14734
1988     27     1961      0.15109
1988     28     1960      0.15229
1988     29     1959      0.14833
1988     30     1958      0.14014
1988     31     1957      0.12536
1988     32     1956      0.10717
1988     33     1955      0.09277
1988     34     1954      0.07616
1988     35     1953      0.06508
1988     36     1952      0.05085
1988     37     1951      0.03958
1988     38     1950      0.03169
1988     39     1949      0.02228
1988     40     1948      0.01584
1988     41     1947      0.01039
1988     42     1946      0.00643
1988     43     1945      0.00361
1988     44     1944      0.00215
1988     45     1943      0.00117
1988     46     1942      0.00036
1988     47     1941      0.00020
1988     48     1940      0.00002
1988     49     1939      0.00002
1988     50     1938      0.00000
1988     51     1937      0.00000
1988     52     1936      0.00000
1988     53     1935      0.00002
1988     54     1934      0.00000
1988     55+    1933-     0.00000
1989     12-    1977+     0.00000
1989     13     1976      0.00000
1989     14     1975      0.00000
1989     15     1974      0.00024
1989     16     1973      0.00161
1989     17     1972      0.00490
1989     18     1971      0.01147
1989     19     1970      0.02634
1989     20     1969      0.04440
1989     21     1968      0.06182
1989     22     1967      0.08335
1989     23     1966      0.10012
1989     24     1965      0.12161
1989     25     1964      0.13459
1989     26     1963      0.14944
1989     27     1962      0.15118
1989     28     1961      0.15497
1989     29     1960      0.15254
1989     30     1959      0.14088
1989     31     1958      0.12963
1989     32     1957      0.11006
1989     33     1956      0.09650
1989     34     1955      0.08030
1989     35     1954      0.06794
1989     36     1953      0.05509
1989     37     1952      0.04263
1989     38     1951      0.03226
1989     39     1950      0.02477
1989     40     1949      0.01629
1989     41     1948      0.01125
1989     42     1947      0.00717
1989     43     1946      0.00375
1989     44     1945      0.00201
1989     45     1944      0.00095
1989     46     1943      0.00057
1989     47     1942      0.00023
1989     48     1941      0.00006
1989     49     1940      0.00000
1989     50     1939      0.00000
1989     51     1938      0.00000
1989     52     1937      0.00000
1989     53     1936      0.00000
1989     54     1935      0.00000
1989     55+    1934-     0.00000
1990     12-    1978+     0.00000
1990     13     1977      0.00002
1990     14     1976      0.00006
1990     15     1975      0.00046
1990     16     1974      0.00156
1990     17     1973      0.00524
1990     18     1972      0.01282
1990     19     1971      0.02760
1990     20     1970      0.04779
1990     21     1969      0.06622
1990     22     1968      0.08693
1990     23     1967      0.10923
1990     24     1966      0.12577
1990     25     1965      0.14378
1990     26     1964      0.15563
1990     27     1963      0.16002
1990     28     1962      0.16226
1990     29     1961      0.15568
1990     30     1960      0.14760
1990     31     1959      0.13760
1990     32     1958      0.12076
1990     33     1957      0.10331
1990     34     1956      0.08613
1990     35     1955      0.07316
1990     36     1954      0.05883
1990     37     1953      0.04583
1990     38     1952      0.03407
1990     39     1951      0.02555
1990     40     1950      0.01833
1990     41     1949      0.01212
1990     42     1948      0.00775
1990     43     1947      0.00444
1990     44     1946      0.00252
1990     45     1945      0.00094
1990     46     1944      0.00041
1990     47     1943      0.00023
1990     48     1942      0.00009
1990     49     1941      0.00004
1990     50     1940      0.00000
1990     51     1939      0.00000
1990     52     1938      0.00002
1990     53     1937      0.00000
1990     54     1936      0.00000
1990     55+    1935-     0.00000
1991     12-    1979+     0.00000
1991     13     1978      0.00000
1991     14     1977      0.00010
1991     15     1976      0.00028
1991     16     1975      0.00170
1991     17     1974      0.00445
1991     18     1973      0.01228
1991     19     1972      0.02527
1991     20     1971      0.04365
1991     21     1970      0.06303
1991     22     1969      0.08136
1991     23     1968      0.10289
1991     24     1967      0.12219
1991     25     1966      0.13763
1991     26     1965      0.15244
1991     27     1964      0.15738
1991     28     1963      0.16290
1991     29     1962      0.15458
1991     30     1961      0.14864
1991     31     1960      0.13609
1991     32     1959      0.12122
1991     33     1958      0.10476
1991     34     1957      0.08819
1991     35     1956      0.07451
1991     36     1955      0.05962
1991     37     1954      0.04719
1991     38     1953      0.03533
1991     39     1952      0.02744
1991     40     1951      0.01863
1991     41     1950      0.01282
1991     42     1949      0.00756
1991     43     1948      0.00525
1991     44     1947      0.00226
1991     45     1946      0.00115
1991     46     1945      0.00059
1991     47     1944      0.00022
1991     48     1943      0.00005
1991     49     1942      0.00004
1991     50     1941      0.00002
1991     51     1940      0.00000
1991     52     1939      0.00000
1991     53     1938      0.00000
1991     54     1937      0.00000
1991     55+    1936-     0.00000
1992     12-    1980+     0.00000
1992     13     1979      0.00002
1992     14     1978      0.00006
1992     15     1977      0.00031
1992     16     1976      0.00139
1992     17     1975      0.00466
1992     18     1974      0.01005
1992     19     1973      0.02151
1992     20     1972      0.03942
1992     21     1971      0.05772
1992     22     1970      0.07877
1992     23     1969      0.09900
1992     24     1968      0.11828
1992     25     1967      0.13621
1992     26     1966      0.14637
1992     27     1965      0.15425
1992     28     1964      0.15515
1992     29     1963      0.15405
1992     30     1962      0.14503
1992     31     1961      0.13536
1992     32     1960      0.12256
1992     33     1959      0.10703
1992     34     1958      0.08981
1992     35     1957      0.07572
1992     36     1956      0.06173
1992     37     1955      0.04702
1992     38     1954      0.03889
1992     39     1953      0.02780
1992     40     1952      0.01820
1992     41     1951      0.01348
1992     42     1950      0.00809
1992     43     1949      0.00455
1992     44     1948      0.00257
1992     45     1947      0.00143
1992     46     1946      0.00043
1992     47     1945      0.00038
1992     48     1944      0.00008
1992     49     1943      0.00005
1992     50     1942      0.00000
1992     51     1941      0.00000
1992     52     1940      0.00000
1992     53     1939      0.00000
1992     54     1938      0.00000
1992     55+    1937-     0.00000
1993     12-    1981+     0.00000
1993     13     1980      0.00000
1993     14     1979      0.00006
1993     15     1978      0.00032
1993     16     1977      0.00122
1993     17     1976      0.00438
1993     18     1975      0.00921
1993     19     1974      0.02027
1993     20     1973      0.03562
1993     21     1972      0.05425
1993     22     1971      0.07057
1993     23     1970      0.09081
1993     24     1969      0.10912
1993     25     1968      0.12460
1993     26     1967      0.14194
1993     27     1966      0.14755
1993     28     1965      0.14876
1993     29     1964      0.14841
1993     30     1963      0.14184
1993     31     1962      0.13037
1993     32     1961      0.11954
1993     33     1960      0.10162
1993     34     1959      0.08702
1993     35     1958      0.07380
1993     36     1957      0.06163
1993     37     1956      0.04547
1993     38     1955      0.03719
1993     39     1954      0.02690
1993     40     1953      0.01924
1993     41     1952      0.01363
1993     42     1951      0.00760
1993     43     1950      0.00522
1993     44     1949      0.00241
1993     45     1948      0.00098
1993     46     1947      0.00046
1993     47     1946      0.00022
1993     48     1945      0.00003
1993     49     1944      0.00003
1993     50     1943      0.00002
1993     51     1942      0.00000
1993     52     1941      0.00004
1993     53     1940      0.00000
1993     54     1939      0.00000
1993     55+    1938-     0.00000
1994     12-    1982+     0.00000
1994     13     1981      0.00000
1994     14     1980      0.00002
1994     15     1979      0.00026
1994     16     1978      0.00112
1994     17     1977      0.00413
1994     18     1976      0.00818
1994     19     1975      0.01897
1994     20     1974      0.03116
1994     21     1973      0.04618
1994     22     1972      0.06368
1994     23     1971      0.08095
1994     24     1970      0.10061
1994     25     1969      0.11794
1994     26     1968      0.13219
1994     27     1967      0.13982
1994     28     1966      0.14562
1994     29     1965      0.14288
1994     30     1964      0.13684
1994     31     1963      0.12375
1994     32     1962      0.11326
1994     33     1961      0.09824
1994     34     1960      0.08372
1994     35     1959      0.07250
1994     36     1958      0.06011
1994     37     1957      0.04865
1994     38     1956      0.03584
1994     39     1955      0.02691
1994     40     1954      0.01909
1994     41     1953      0.01274
1994     42     1952      0.00793
1994     43     1951      0.00512
1994     44     1950      0.00257
1994     45     1949      0.00100
1994     46     1948      0.00060
1994     47     1947      0.00024
1994     48     1946      0.00004
1994     49     1945      0.00000
1994     50     1944      0.00005
1994     51     1943      0.00000
1994     52     1942      0.00000
1994     53     1941      0.00000
1994     54     1940      0.00000
1994     55+    1939-     0.00000
1995     12-    1983+     0.00000
1995     13     1982      0.00000
1995     14     1981      0.00002
1995     15     1980      0.00044
1995     16     1979      0.00118
1995     17     1978      0.00358
1995     18     1977      0.00792
1995     19     1976      0.01674
1995     20     1975      0.02824
1995     21     1974      0.04263
1995     22     1973      0.05794
1995     23     1972      0.07373
1995     24     1971      0.08796
1995     25     1970      0.10396
1995     26     1969      0.11841
1995     27     1968      0.12974
1995     28     1967      0.13220
1995     29     1966      0.13151
1995     30     1965      0.12370
1995     31     1964      0.11551
1995     32     1963      0.10495
1995     33     1962      0.09449
1995     34     1961      0.07847
1995     35     1960      0.07023
1995     36     1959      0.05563
1995     37     1958      0.04418
1995     38     1957      0.03553
1995     39     1956      0.02562
1995     40     1955      0.01777
1995     41     1954      0.01205
1995     42     1953      0.00787
1995     43     1952      0.00438
1995     44     1951      0.00249
1995     45     1950      0.00106
1995     46     1949      0.00052
1995     47     1948      0.00015
1995     48     1947      0.00009
1995     49     1946      0.00004
1995     50     1945      0.00002
1995     51     1944      0.00000
1995     52     1943      0.00000
1995     53     1942      0.00000
1995     54     1941      0.00000
1995     55+    1940-     0.00000
1996     12-    1984+     0.00000
1996     13     1983      0.00000
1996     14     1982      0.00004
1996     15     1981      0.00025
1996     16     1980      0.00120
1996     17     1979      0.00340
1996     18     1978      0.00781
1996     19     1977      0.01489
1996     20     1976      0.02585
1996     21     1975      0.03937
1996     22     1974      0.05009
1996     23     1973      0.06245
1996     24     1972      0.07894
1996     25     1971      0.09091
1996     26     1970      0.11019
1996     27     1969      0.11777
1996     28     1968      0.11912
1996     29     1967      0.12136
1996     30     1966      0.11866
1996     31     1965      0.10914
1996     32     1964      0.10158
1996     33     1963      0.08649
1996     34     1962      0.07545
1996     35     1961      0.06417
1996     36     1960      0.05331
1996     37     1959      0.04397
1996     38     1958      0.03271
1996     39     1957      0.02462
1996     40     1956      0.01837
1996     41     1955      0.01201
1996     42     1954      0.00693
1996     43     1953      0.00489
1996     44     1952      0.00249
1996     45     1951      0.00099
1996     46     1950      0.00063
1996     47     1949      0.00027
1996     48     1948      0.00005
1996     49     1947      0.00002
1996     50     1946      0.00000
1996     51     1945      0.00002
1996     52     1944      0.00000
1996     53     1943      0.00000
1996     54     1942      0.00000
1996     55+    1941-     0.00000
1997     12-    1985+     0.00000
1997     13     1984      0.00002
1997     14     1983      0.00000
1997     15     1982      0.00023
1997     16     1981      0.00129
1997     17     1980      0.00363
1997     18     1979      0.00670
1997     19     1978      0.01338
1997     20     1977      0.02366
1997     21     1976      0.03403
1997     22     1975      0.04772
1997     23     1974      0.05866
1997     24     1973      0.07217
1997     25     1972      0.08662
1997     26     1971      0.09931
1997     27     1970      0.10755
1997     28     1969      0.12081
1997     29     1968      0.11897
1997     30     1967      0.11171
1997     31     1966      0.10723
1997     32     1965      0.09644
1997     33     1964      0.08463
1997     34     1963      0.07397
1997     35     1962      0.06307
1997     36     1961      0.05032
1997     37     1960      0.04298
1997     38     1959      0.03273
1997     39     1958      0.02403
1997     40     1957      0.01706
1997     41     1956      0.01220
1997     42     1955      0.00731
1997     43     1954      0.00496
1997     44     1953      0.00230
1997     45     1952      0.00107
1997     46     1951      0.00047
1997     47     1950      0.00020
1997     48     1949      0.00010
1997     49     1948      0.00005
1997     50     1947      0.00003
1997     51     1946      0.00002
1997     52     1945      0.00000
1997     53     1944      0.00000
1997     54     1943      0.00000
1997     55+    1942-     0.00000
1998     12-    1986+     0.00000
1998     13     1985      0.00000
1998     14     1984      0.00002
1998     15     1983      0.00029
1998     16     1982      0.00103
1998     17     1981      0.00306
1998     18     1980      0.00667
1998     19     1979      0.01251
1998     20     1978      0.02163
1998     21     1977      0.03247
1998     22     1976      0.04277
1998     23     1975      0.05578
1998     24     1974      0.06717
1998     25     1973      0.07754
1998     26     1972      0.09717
1998     27     1971      0.10458
1998     28     1970      0.11300
1998     29     1969      0.11647
1998     30     1968      0.11569
1998     31     1967      0.11008
1998     32     1966      0.10179
1998     33     1965      0.08728
1998     34     1964      0.07551
1998     35     1963      0.06708
1998     36     1962      0.05557
1998     37     1961      0.04397
1998     38     1960      0.03443
1998     39     1959      0.02590
1998     40     1958      0.01864
1998     41     1957      0.01217
1998     42     1956      0.00747
1998     43     1955      0.00489
1998     44     1954      0.00280
1998     45     1953      0.00122
1998     46     1952      0.00064
1998     47     1951      0.00017
1998     48     1950      0.00013
1998     49     1949      0.00000
1998     50     1948      0.00003
1998     51     1947      0.00000
1998     52     1946      0.00000
1998     53     1945      0.00000
1998     54     1944      0.00000
1998     55+    1943-     0.00000
1999     12-    1987+     0.00000
1999     13     1986      0.00000
1999     14     1985      0.00010
1999     15     1984      0.00022
1999     16     1983      0.00096
1999     17     1982      0.00324
1999     18     1981      0.00637
1999     19     1980      0.01421
1999     20     1979      0.02178
1999     21     1978      0.03276
1999     22     1977      0.04197
1999     23     1976      0.05164
1999     24     1975      0.06458
1999     25     1974      0.07702
1999     26     1973      0.09088
1999     27     1972      0.10343
1999     28     1971      0.11141
1999     29     1970      0.11799
1999     30     1969      0.11642
1999     31     1968      0.11120
1999     32     1967      0.10082
1999     33     1966      0.08892
1999     34     1965      0.07776
1999     35     1964      0.06697
1999     36     1963      0.05614
1999     37     1962      0.04550
1999     38     1961      0.03426
1999     39     1960      0.02598
1999     40     1959      0.01962
1999     41     1958      0.01216
1999     42     1957      0.00832
1999     43     1956      0.00478
1999     44     1955      0.00294
1999     45     1954      0.00129
1999     46     1953      0.00050
1999     47     1952      0.00029
1999     48     1951      0.00005
1999     49     1950      0.00007
1999     50     1949      0.00003
1999     51     1948      0.00000
1999     52     1947      0.00003
1999     53     1946      0.00000
1999     54     1945      0.00000
1999     55+    1944-     0.00000
2000     12-    1988+     0.00000
2000     13     1987      0.00000
2000     14     1986      0.00009
2000     15     1985      0.00033
2000     16     1984      0.00087
2000     17     1983      0.00392
2000     18     1982      0.00700
2000     19     1981      0.01376
2000     20     1980      0.02284
2000     21     1979      0.03456
2000     22     1978      0.04155
2000     23     1977      0.05118
2000     24     1976      0.06183
2000     25     1975      0.07844
2000     26     1974      0.09062
2000     27     1973      0.10751
2000     28     1972      0.11418
2000     29     1971      0.12118
2000     30     1970      0.12276
2000     31     1969      0.11504
2000     32     1968      0.10463
2000     33     1967      0.09494
2000     34     1966      0.08249
2000     35     1965      0.07045
2000     36     1964      0.05750
2000     37     1963      0.04564
2000     38     1962      0.03659
2000     39     1961      0.02791
2000     40     1960      0.01945
2000     41     1959      0.01319
2000     42     1958      0.00800
2000     43     1957      0.00516
2000     44     1956      0.00293
2000     45     1955      0.00128
2000     46     1954      0.00076
2000     47     1953      0.00026
2000     48     1952      0.00016
2000     49     1951      0.00007
2000     50     1950      0.00003
2000     51     1949      0.00003
2000     52     1948      0.00000
2000     53     1947      0.00000
2000     54     1946      0.00000
2000     55+    1945-     0.00002
2001     12-    1989+     0.00000
2001     13     1988      0.00000
2001     14     1987      0.00006
2001     15     1986      0.00032
2001     16     1985      0.00126
2001     17     1984      0.00310
2001     18     1983      0.00657
2001     19     1982      0.01351
2001     20     1981      0.02213
2001     21     1980      0.03089
2001     22     1979      0.04161
2001     23     1978      0.05154
2001     24     1977      0.06331
2001     25     1976      0.07559
2001     26     1975      0.09098
2001     27     1974      0.10291
2001     28     1973      0.11107
2001     29     1972      0.11925
2001     30     1971      0.12207
2001     31     1970      0.12113
2001     32     1969      0.11093
2001     33     1968      0.09925
2001     34     1967      0.08575
2001     35     1966      0.07519
2001     36     1965      0.06164
2001     37     1964      0.05036
2001     38     1963      0.03612
2001     39     1962      0.02879
2001     40     1961      0.02068
2001     41     1960      0.01457
2001     42     1959      0.00891
2001     43     1958      0.00565
2001     44     1957      0.00245
2001     45     1956      0.00134
2001     46     1955      0.00057
2001     47     1954      0.00026
2001     48     1953      0.00010
2001     49     1952      0.00007
2001     50     1951      0.00003
2001     51     1950      0.00000
2001     52     1949      0.00000
2001     53     1948      0.00003
2001     54     1947      0.00000
2001     55+    1946-     0.00000
2002     12-    1990+     0.00000
2002     13     1989      0.00002
2002     14     1988      0.00003
2002     15     1987      0.00020
2002     16     1986      0.00098
2002     17     1985      0.00400
2002     18     1984      0.00705
2002     19     1983      0.01341
2002     20     1982      0.02233
2002     21     1981      0.03190
2002     22     1980      0.04345
2002     23     1979      0.05379
2002     24     1978      0.06354
2002     25     1977      0.07781
2002     26     1976      0.09119
2002     27     1975      0.10653
2002     28     1974      0.11853
2002     29     1973      0.12591
2002     30     1972      0.13267
2002     31     1971      0.13048
2002     32     1970      0.11961
2002     33     1969      0.10620
2002     34     1968      0.09320
2002     35     1967      0.07811
2002     36     1966      0.06464
2002     37     1965      0.05163
2002     38     1964      0.03928
2002     39     1963      0.03057
2002     40     1962      0.02193
2002     41     1961      0.01505
2002     42     1960      0.00987
2002     43     1959      0.00520
2002     44     1958      0.00342
2002     45     1957      0.00163
2002     46     1956      0.00055
2002     47     1955      0.00031
2002     48     1954      0.00014
2002     49     1953      0.00003
2002     50     1952      0.00005
2002     51     1951      0.00002
2002     52     1950      0.00002
2002     53     1949      0.00000
2002     54     1948      0.00002
2002     55+    1947-     0.00000
2003     12-    1991+     0.00000
2003     13     1990      0.00000
2003     14     1989      0.00003
2003     15     1988      0.00028
2003     16     1987      0.00098
2003     17     1986      0.00355
2003     18     1985      0.00690
2003     19     1984      0.01128
2003     20     1983      0.02206
2003     21     1982      0.03315
2003     22     1981      0.04301
2003     23     1980      0.05165
2003     24     1979      0.06243
2003     25     1978      0.07708
2003     26     1977      0.09150
2003     27     1976      0.10706
2003     28     1975      0.11985
2003     29     1974      0.13189
2003     30     1973      0.13840
2003     31     1972      0.13514
2003     32     1971      0.13036
2003     33     1970      0.11541
2003     34     1969      0.09950
2003     35     1968      0.08546
2003     36     1967      0.06790
2003     37     1966      0.05550
2003     38     1965      0.04489
2003     39     1964      0.03354
2003     40     1963      0.02361
2003     41     1962      0.01631
2003     42     1961      0.01025
2003     43     1960      0.00585
2003     44     1959      0.00332
2003     45     1958      0.00166
2003     46     1957      0.00074
2003     47     1956      0.00033
2003     48     1955      0.00014
2003     49     1954      0.00002
2003     50     1953      0.00003
2003     51     1952      0.00000
2003     52     1951      0.00000
2003     53     1950      0.00000
2003     54     1949      0.00000
2003     55+    1948-     0.00000
2004     12-    1992+     0.00000
2004     13     1991      0.00000
2004     14     1990      0.00005
2004     15     1989      0.00035
2004     16     1988      0.00097
2004     17     1987      0.00330
2004     18     1986      0.00630
2004     19     1985      0.01205
2004     20     1984      0.02132
2004     21     1983      0.03386
2004     22     1982      0.04091
2004     23     1981      0.05126
2004     24     1980      0.06198
2004     25     1979      0.07879
2004     26     1978      0.09150
2004     27     1977      0.10587
2004     28     1976      0.12014
2004     29     1975      0.13362
2004     30     1974      0.14071
2004     31     1973      0.13818
2004     32     1972      0.13356
2004     33     1971      0.12060
2004     34     1970      0.10728
2004     35     1969      0.08823
2004     36     1968      0.07313
2004     37     1967      0.05844
2004     38     1966      0.04636
2004     39     1965      0.03477
2004     40     1964      0.02575
2004     41     1963      0.01751
2004     42     1962      0.01119
2004     43     1961      0.00679
2004     44     1960      0.00396
2004     45     1959      0.00178
2004     46     1958      0.00058
2004     47     1957      0.00031
2004     48     1956      0.00022
2004     49     1955      0.00000
2004     50     1954      0.00004
2004     51     1953      0.00002
2004     52     1952      0.00005
2004     53     1951      0.00003
2004     54     1950      0.00002
2004     55+    1949-     0.00000
2005     12-    1993+     0.00000
2005     13     1992      0.00000
2005     14     1991      0.00003
2005     15     1990      0.00030
2005     16     1989      0.00109
2005     17     1988      0.00279
2005     18     1987      0.00577
2005     19     1986      0.01261
2005     20     1985      0.02204
2005     21     1984      0.03081
2005     22     1983      0.04274
2005     23     1982      0.05155
2005     24     1981      0.06383
2005     25     1980      0.07503
2005     26     1979      0.08947
2005     27     1978      0.10616
2005     28     1977      0.11862
2005     29     1976      0.13270
2005     30     1975      0.13890
2005     31     1974      0.14467
2005     32     1973      0.13447
2005     33     1972      0.12399
2005     34     1971      0.10577
2005     35     1970      0.09370
2005     36     1969      0.07800
2005     37     1968      0.06196
2005     38     1967      0.04587
2005     39     1966      0.03657
2005     40     1965      0.02595
2005     41     1964      0.01701
2005     42     1963      0.01135
2005     43     1962      0.00681
2005     44     1961      0.00346
2005     45     1960      0.00214
2005     46     1959      0.00098
2005     47     1958      0.00037
2005     48     1957      0.00012
2005     49     1956      0.00007
2005     50     1955      0.00005
2005     51     1954      0.00005
2005     52     1953      0.00000
2005     53     1952      0.00002
2005     54     1951      0.00000
2005     55+    1950-     0.00000
2006     12-    1994+     0.00000
2006     13     1993      0.00000
2006     14     1992      0.00002
2006     15     1991      0.00026
2006     16     1990      0.00091
2006     17     1989      0.00300
2006     18     1988      0.00636
2006     19     1987      0.01173
2006     20     1986      0.02272
2006     21     1985      0.03122
2006     22     1984      0.04387
2006     23     1983      0.05344
2006     24     1982      0.06485
2006     25     1981      0.07752
2006     26     1980      0.09122
2006     27     1979      0.10975
2006     28     1978      0.12339
2006     29     1977      0.13679
2006     30     1976      0.14366
2006     31     1975      0.14829
2006     32     1974      0.14267
2006     33     1973      0.12844
2006     34     1972      0.11810
2006     35     1971      0.10073
2006     36     1970      0.08181
2006     37     1969      0.06603
2006     38     1968      0.05093
2006     39     1967      0.03812
2006     40     1966      0.02902
2006     41     1965      0.01772
2006     42     1964      0.01193
2006     43     1963      0.00758
2006     44     1962      0.00398
2006     45     1961      0.00162
2006     46     1960      0.00103
2006     47     1959      0.00061
2006     48     1958      0.00021
2006     49     1957      0.00010
2006     50     1956      0.00003
2006     51     1955      0.00003
2006     52     1954      0.00004
2006     53     1953      0.00000
2006     54     1952      0.00000
2006     55+    1951-     0.00000
2007     12-    1995+     0.00000
2007     13     1994      0.00000
2007     14     1993      0.00007
2007     15     1992      0.00029
2007     16     1991      0.00121
2007     17     1990      0.00261
2007     18     1989      0.00585
2007     19     1988      0.01164
2007     20     1987      0.02189
2007     21     1986      0.03351
2007     22     1985      0.04577
2007     23     1984      0.05412
2007     24     1983      0.06883
2007     25     1982      0.07918
2007     26     1981      0.09344
2007     27     1980      0.10837
2007     28     1979      0.12017
2007     29     1978      0.13314
2007     30     1977      0.14376
2007     31     1976      0.14741
2007     32     1975      0.14158
2007     33     1974      0.13258
2007     34     1973      0.11832
2007     35     1972      0.10117
2007     36     1971      0.08567
2007     37     1970      0.06960
2007     38     1969      0.05284
2007     39     1968      0.04042
2007     40     1967      0.02900
2007     41     1966      0.02017
2007     42     1965      0.01363
2007     43     1964      0.00772
2007     44     1963      0.00460
2007     45     1962      0.00193
2007     46     1961      0.00099
2007     47     1960      0.00063
2007     48     1959      0.00028
2007     49     1958      0.00016
2007     50     1957      0.00014
2007     51     1956      0.00005
2007     52     1955      0.00002
2007     53     1954      0.00002
2007     54     1953      0.00000
2007     55+    1952-     0.00002
2008     12-    1996+     0.00000
2008     13     1995      0.00002
2008     14     1994      0.00003
2008     15     1993      0.00023
2008     16     1992      0.00092
2008     17     1991      0.00251
2008     18     1990      0.00565
2008     19     1989      0.01212
2008     20     1988      0.02191
2008     21     1987      0.03456
2008     22     1986      0.04686
2008     23     1985      0.05696
2008     24     1984      0.06906
2008     25     1983      0.08361
2008     26     1982      0.09435
2008     27     1981      0.10623
2008     28     1980      0.12344
2008     29     1979      0.13553
2008     30     1978      0.14487
2008     31     1977      0.14884
2008     32     1976      0.14360
2008     33     1975      0.13094
2008     34     1974      0.11757
2008     35     1973      0.10415
2008     36     1972      0.08647
2008     37     1971      0.06961
2008     38     1970      0.05470
2008     39     1969      0.04204
2008     40     1968      0.03088
2008     41     1967      0.02058
2008     42     1966      0.01343
2008     43     1965      0.00776
2008     44     1964      0.00410
2008     45     1963      0.00208
2008     46     1962      0.00136
2008     47     1961      0.00038
2008     48     1960      0.00024
2008     49     1959      0.00007
2008     50     1958      0.00005
2008     51     1957      0.00000
2008     52     1956      0.00003
2008     53     1955      0.00003
2008     54     1954      0.00000
2008     55+    1953-     0.00000
2009     12-    1997+     0.00000
2009     13     1996      0.00002
2009     14     1995      0.00002
2009     15     1994      0.00017
2009     16     1993      0.00088
2009     17     1992      0.00278
2009     18     1991      0.00538
2009     19     1990      0.01128
2009     20     1989      0.02161
2009     21     1988      0.03471
2009     22     1987      0.04428
2009     23     1986      0.05829
2009     24     1985      0.06847
2009     25     1984      0.08031
2009     26     1983      0.09486
2009     27     1982      0.11034
