"Year","Age","mx","qx","ax","lx","dx","Lx","Tx","ex","OpenInterval"
1943,17,0.00167,0.00166,0.5,95638,159,95559,5367519,56.12,FALSE
1943,18,0.00161,0.00161,0.5,95479,154,95402,5271961,55.22,FALSE
1943,19,0.00208,0.00207,0.5,95326,198,95227,5176558,54.3,FALSE
1943,20,0.00196,0.00196,0.5,95128,186,95035,5081331,53.42,FALSE
1943,21,0.00187,0.00187,0.5,94942,177,94853,4986297,52.52,FALSE
1943,22,0.00201,0.002,0.5,94764,190,94669,4891444,51.62,FALSE
1943,23,0.00212,0.00212,0.5,94574,200,94474,4796774,50.72,FALSE
1943,24,0.00185,0.00184,0.5,94374,174,94287,4702300,49.83,FALSE
1943,25,0.00201,0.00201,0.5,94200,189,94105,4608013,48.92,FALSE
1943,26,0.0018,0.0018,0.5,94011,169,93926,4513908,48.01,FALSE
1943,27,0.00223,0.00223,0.5,93842,209,93737,4419982,47.1,FALSE
1943,28,0.00221,0.00221,0.5,93632,206,93529,4326245,46.2,FALSE
1943,29,0.0021,0.0021,0.5,93426,196,93327,4232716,45.31,FALSE
1943,30,0.00247,0.00247,0.5,93229,230,93114,4139389,44.4,FALSE
1943,31,0.00223,0.00223,0.5,92999,207,92896,4046274,43.51,FALSE
1943,32,0.00239,0.00239,0.5,92792,222,92681,3953379,42.6,FALSE
1943,33,0.00205,0.00205,0.5,92570,190,92475,3860697,41.71,FALSE
1943,34,0.00232,0.00232,0.5,92381,214,92274,3768222,40.79,FALSE
1943,35,0.00256,0.00256,0.5,92166,236,92049,3675949,39.88,FALSE
1943,36,0.00253,0.00253,0.5,91931,232,91815,3583900,38.98,FALSE
1943,37,0.00284,0.00283,0.5,91699,260,91569,3492085,38.08,FALSE
1943,38,0.00264,0.00263,0.5,91439,241,91319,3400516,37.19,FALSE
1943,39,0.00288,0.00287,0.5,91198,262,91067,3309198,36.29,FALSE
1943,40,0.00302,0.00301,0.5,90936,274,90799,3218131,35.39,FALSE
1943,41,0.00376,0.00375,0.5,90662,340,90492,3127332,34.49,FALSE
1943,42,0.00365,0.00364,0.5,90322,329,90157,3036839,33.62,FALSE
1943,43,0.00346,0.00345,0.5,89993,311,89838,2946682,32.74,FALSE
1943,44,0.00414,0.00413,0.5,89682,371,89497,2856844,31.86,FALSE
1943,45,0.0041,0.00409,0.5,89312,365,89129,2767347,30.99,FALSE
1943,46,0.00458,0.00457,0.5,88947,406,88743,2678218,30.11,FALSE
1943,47,0.00436,0.00435,0.5,88540,385,88348,2589475,29.25,FALSE
1943,48,0.00487,0.00486,0.5,88155,428,87941,2501127,28.37,FALSE
1943,49,0.00523,0.00521,0.5,87727,457,87498,2413186,27.51,FALSE
1943,50,0.00543,0.00541,0.5,87270,472,87033,2325687,26.65,FALSE
1943,51,0.00591,0.00589,0.5,86797,512,86542,2238654,25.79,FALSE
1943,52,0.00713,0.00711,0.5,86286,613,85979,2152112,24.94,FALSE
1943,53,0.00709,0.00706,0.5,85672,605,85370,2066133,24.12,FALSE
1943,54,0.00783,0.0078,0.5,85068,663,84736,1980763,23.28,FALSE
1943,55,0.00828,0.00825,0.5,84404,696,84056,1896028,22.46,FALSE
1943,56,0.00932,0.00928,0.5,83708,776,83320,1811972,21.65,FALSE
1943,57,0.00976,0.00972,0.5,82931,806,82528,1728652,20.84,FALSE
1943,58,0.01038,0.01033,0.5,82125,848,81701,1646124,20.04,FALSE
1943,59,0.01251,0.01243,0.5,81277,1011,80772,1564422,19.25,FALSE
1943,60,0.01317,0.01308,0.5,80267,1050,79742,1483650,18.48,FALSE
1943,61,0.01396,0.01387,0.5,79217,1099,78667,1403908,17.72,FALSE
1943,62,0.01597,0.01584,0.5,78118,1238,77499,1325241,16.96,FALSE
1943,63,0.01709,0.01694,0.5,76880,1303,76229,1247742,16.23,FALSE
1943,64,0.01993,0.01974,0.5,75578,1492,74832,1171513,15.5,FALSE
1943,65,0.02175,0.02152,0.5,74086,1594,73289,1096681,14.8,FALSE
1943,66,0.0228,0.02254,0.5,72492,1634,71675,1023392,14.12,FALSE
1943,67,0.02522,0.02491,0.5,70858,1765,69975,951718,13.43,FALSE
1943,68,0.02631,0.02597,0.5,69093,1794,68196,881742,12.76,FALSE
1943,69,0.03064,0.03018,0.5,67299,2031,66283,813546,12.09,FALSE
1943,70,0.03462,0.03403,0.5,65268,2221,64157,747263,11.45,FALSE
1943,71,0.03873,0.03799,0.5,63046,2395,61849,683106,10.84,FALSE
1943,72,0.04137,0.04054,0.5,60651,2459,59422,621258,10.24,FALSE
1943,73,0.04835,0.04721,0.5,58193,2747,56819,561836,9.65,FALSE
1943,74,0.05432,0.05289,0.5,55445,2932,53979,505017,9.11,FALSE
1943,75,0.05687,0.0553,0.5,52513,2904,51061,451038,8.59,FALSE
1943,76,0.06717,0.06499,0.5,49609,3224,47997,399976,8.06,FALSE
1943,77,0.07546,0.07272,0.5,46385,3373,44699,351979,7.59,FALSE
1943,78,0.07678,0.07395,0.5,43012,3181,41422,307281,7.14,FALSE
1943,79,0.08644,0.08286,0.5,39831,3301,38181,265859,6.67,FALSE
1943,80,0.0961,0.09169,0.5,36531,3350,34856,227678,6.23,FALSE
1943,81,0.11005,0.10431,0.5,33181,3461,31451,192821,5.81,FALSE
1943,82,0.12936,0.1215,0.5,29720,3611,27915,161371,5.43,FALSE
1943,83,0.13615,0.12747,0.5,26109,3328,24445,133456,5.11,FALSE
1943,84,0.14796,0.13776,0.5,22781,3138,21212,109011,4.79,FALSE
1943,85,0.17365,0.15978,0.5,19643,3138,18073,87799,4.47,FALSE
1943,86,0.17433,0.16036,0.5,16504,2647,15181,69726,4.22,FALSE
1943,87,0.20923,0.18942,0.5,13858,2625,12545,54545,3.94,FALSE
1943,88,0.21193,0.19162,0.5,11233,2152,10157,41999,3.74,FALSE
1943,89,0.21225,0.19188,0.5,9080,1742,8209,31843,3.51,FALSE
1943,90,0.23795,0.21265,0.5,7338,1560,6558,23634,3.22,FALSE
1943,91,0.2908,0.25389,0.5,5778,1467,5044,17076,2.96,FALSE
1943,92,0.28688,0.25089,0.5,4311,1082,3770,12032,2.79,FALSE
1943,93,0.37286,0.31427,0.5,3229,1015,2722,8262,2.56,FALSE
1943,94,0.35273,0.29985,0.5,2214,664,1882,5540,2.5,FALSE
1943,95,0.37903,0.31864,0.5,1550,494,1303,3658,2.36,FALSE
1943,96,0.40605,0.33753,0.5,1056,357,878,2355,2.23,FALSE
1943,97,0.43366,0.35639,0.5,700,249,575,1477,2.11,FALSE
1943,98,0.46169,0.3751,0.5,450,169,366,901,2,FALSE
1943,99,0.48997,0.39355,0.5,281,111,226,536,1.9,FALSE
1943,100,0.5183,0.41163,0.5,171,70,136,309,1.81,FALSE
1943,101,0.54652,0.42923,0.5,100,43,79,174,1.73,FALSE
1943,102,0.57445,0.44627,0.5,57,26,45,95,1.66,FALSE
1943,103,0.6019,0.46266,0.5,32,15,24,51,1.59,FALSE
1943,104,0.62873,0.47835,0.5,17,8,13,26,1.53,FALSE
1943,105,0.65479,0.49329,0.5,9,4,7,13,1.48,FALSE
1943,106,0.67995,0.50744,0.5,5,2,3,6,1.43,FALSE
1943,107,0.70411,0.52077,0.5,2,1,2,3,1.39,FALSE
1943,108,0.72717,0.53328,0.5,1,1,1,1,1.35,FALSE
1943,109,0.74908,0.54497,0.5,0,0,0,1,1.32,FALSE
1943,110,0.76978,1,1.3,0,0,0,0,1.3,TRUE
1944,0,0.02782,0.02716,0.13,100000,2716,97639,6928141,69.28,FALSE
1944,1,0.00322,0.00322,0.5,97284,313,97127,6830502,70.21,FALSE
1944,2,0.00226,0.00226,0.5,96971,219,96861,6733374,69.44,FALSE
1944,3,0.00181,0.00181,0.5,96752,175,96664,6636513,68.59,FALSE
1944,4,0.00162,0.00162,0.5,96576,156,96498,6539849,67.72,FALSE
1944,5,0.00141,0.00141,0.5,96420,136,96352,6443351,66.83,FALSE
1944,6,0.00122,0.00121,0.5,96284,117,96225,6346999,65.92,FALSE
1944,7,0.00099,0.00099,0.5,96167,95,96120,6250774,65,FALSE
1944,8,0.00082,0.00082,0.5,96072,79,96033,6154654,64.06,FALSE
1944,9,0.00087,0.00087,0.5,95994,83,95952,6058621,63.11,FALSE
1944,10,0.00074,0.00074,0.5,95910,71,95875,5962669,62.17,FALSE
1944,11,0.00085,0.00085,0.5,95839,81,95798,5866795,61.22,FALSE
1944,12,0.00077,0.00077,0.5,95758,74,95721,5770996,60.27,FALSE
1944,13,0.00078,0.00078,0.5,95684,75,95647,5675276,59.31,FALSE
1944,14,0.00092,0.00091,0.5,95609,87,95566,5579629,58.36,FALSE
1944,15,0.00115,0.00115,0.5,95522,110,95467,5484063,57.41,FALSE
1944,16,0.00133,0.00133,0.5,95412,127,95348,5388596,56.48,FALSE
1944,17,0.0016,0.0016,0.5,95285,152,95209,5293248,55.55,FALSE
1944,18,0.00184,0.00183,0.5,95133,175,95045,5198039,54.64,FALSE
1944,19,0.0018,0.0018,0.5,94958,170,94873,5102994,53.74,FALSE
1944,20,0.00195,0.00195,0.5,94788,185,94695,5008121,52.84,FALSE
1944,21,0.00213,0.00213,0.5,94603,202,94502,4913426,51.94,FALSE
1944,22,0.00235,0.00235,0.5,94401,221,94290,4818924,51.05,FALSE
1944,23,0.00192,0.00192,0.5,94180,181,94089,4724634,50.17,FALSE
1944,24,0.00212,0.00212,0.5,93999,199,93900,4630545,49.26,FALSE
1944,25,0.00224,0.00224,0.5,93800,210,93695,4536645,48.37,FALSE
1944,26,0.00185,0.00185,0.5,93590,173,93503,4442950,47.47,FALSE
1944,27,0.00192,0.00192,0.5,93417,179,93327,4349447,46.56,FALSE
1944,28,0.00227,0.00227,0.5,93238,212,93132,4256120,45.65,FALSE
1944,29,0.00236,0.00236,0.5,93026,219,92916,4162988,44.75,FALSE
1944,30,0.0024,0.0024,0.5,92806,223,92695,4070072,43.86,FALSE
1944,31,0.00216,0.00216,0.5,92584,200,92484,3977377,42.96,FALSE
1944,32,0.00256,0.00256,0.5,92384,236,92266,3884893,42.05,FALSE
1944,33,0.00266,0.00265,0.5,92148,244,92026,3792627,41.16,FALSE
1944,34,0.00236,0.00236,0.5,91903,217,91795,3700601,40.27,FALSE
1944,35,0.00252,0.00252,0.5,91686,231,91571,3608807,39.36,FALSE
1944,36,0.00247,0.00246,0.5,91455,225,91343,3517236,38.46,FALSE
1944,37,0.00286,0.00285,0.5,91230,260,91100,3425893,37.55,FALSE
1944,38,0.00315,0.00315,0.5,90970,286,90827,3334793,36.66,FALSE
1944,39,0.00292,0.00291,0.5,90684,264,90552,3243966,35.77,FALSE
1944,40,0.00282,0.00282,0.5,90420,255,90292,3153415,34.88,FALSE
1944,41,0.00339,0.00338,0.5,90165,305,90012,3063123,33.97,FALSE
1944,42,0.00332,0.00331,0.5,89860,298,89711,2973110,33.09,FALSE
1944,43,0.00399,0.00398,0.5,89562,356,89384,2883399,32.19,FALSE
1944,44,0.00389,0.00389,0.5,89206,347,89032,2794016,31.32,FALSE
1944,45,0.00417,0.00416,0.5,88859,370,88674,2704983,30.44,FALSE
1944,46,0.00498,0.00497,0.5,88489,439,88269,2616310,29.57,FALSE
1944,47,0.00487,0.00486,0.5,88049,428,87836,2528041,28.71,FALSE
1944,48,0.00492,0.00491,0.5,87622,430,87407,2440205,27.85,FALSE
1944,49,0.00491,0.0049,0.5,87191,427,86978,2352798,26.98,FALSE
1944,50,0.00578,0.00576,0.5,86764,500,86514,2265821,26.11,FALSE
1944,51,0.00637,0.00635,0.5,86264,548,85990,2179307,25.26,FALSE
1944,52,0.00627,0.00625,0.5,85716,536,85448,2093317,24.42,FALSE
1944,53,0.00707,0.00705,0.5,85180,600,84880,2007869,23.57,FALSE
1944,54,0.0083,0.00826,0.5,84579,699,84230,1922990,22.74,FALSE
1944,55,0.00824,0.0082,0.5,83881,688,83537,1838760,21.92,FALSE
1944,56,0.01032,0.01026,0.5,83193,854,82766,1755223,21.1,FALSE
1944,57,0.00926,0.00922,0.5,82339,759,81959,1672457,20.31,FALSE
1944,58,0.01191,0.01184,0.5,81580,966,81097,1590498,19.5,FALSE
1944,59,0.01237,0.0123,0.5,80614,991,80118,1509401,18.72,FALSE
1944,60,0.01328,0.01319,0.5,79622,1050,79097,1429283,17.95,FALSE
1944,61,0.01215,0.01207,0.5,78572,949,78098,1350186,17.18,FALSE
1944,62,0.01599,0.01586,0.5,77624,1231,77008,1272088,16.39,FALSE
1944,63,0.01864,0.01847,0.5,76392,1411,75687,1195080,15.64,FALSE
1944,64,0.01913,0.01895,0.5,74981,1421,74271,1119394,14.93,FALSE
1944,65,0.02089,0.02068,0.5,73561,1521,72800,1045123,14.21,FALSE
1944,66,0.02404,0.02375,0.5,72040,1711,71184,972323,13.5,FALSE
1944,67,0.02749,0.02712,0.5,70329,1907,69375,901138,12.81,FALSE
1944,68,0.03084,0.03037,0.5,68422,2078,67383,831763,12.16,FALSE
1944,69,0.03298,0.03245,0.5,66344,2153,65267,764381,11.52,FALSE
1944,70,0.03791,0.0372,0.5,64191,2388,62997,699113,10.89,FALSE
1944,71,0.04125,0.04042,0.5,61803,2498,60554,636116,10.29,FALSE
1944,72,0.04596,0.04493,0.5,59305,2665,57973,575562,9.71,FALSE
1944,73,0.05193,0.05061,0.5,56640,2867,55207,517589,9.14,FALSE
1944,74,0.05802,0.05639,0.5,53774,3032,52258,462382,8.6,FALSE
1944,75,0.06685,0.06468,0.5,50742,3282,49100,410125,8.08,FALSE
1944,76,0.07274,0.07019,0.5,47459,3331,45794,361024,7.61,FALSE
1944,77,0.07846,0.0755,0.5,44128,3332,42462,315231,7.14,FALSE
1944,78,0.0897,0.08585,0.5,40796,3502,39045,272768,6.69,FALSE
1944,79,0.09171,0.08768,0.5,37294,3270,35659,233723,6.27,FALSE
1944,80,0.11198,0.10605,0.5,34024,3608,32220,198064,5.82,FALSE
1944,81,0.12773,0.12007,0.5,30416,3652,28590,165845,5.45,FALSE
1944,82,0.13154,0.12342,0.5,26764,3303,25112,137255,5.13,FALSE
1944,83,0.14438,0.13466,0.5,23461,3159,21881,112143,4.78,FALSE
1944,84,0.16659,0.15378,0.5,20301,3122,18740,90262,4.45,FALSE
1944,85,0.1872,0.17118,0.5,17180,2941,15709,71521,4.16,FALSE
1944,86,0.20235,0.18376,0.5,14239,2616,12931,55812,3.92,FALSE
1944,87,0.20588,0.18666,0.5,11622,2169,10538,42881,3.69,FALSE
1944,88,0.23567,0.21082,0.5,9453,1993,8456,32344,3.42,FALSE
1944,89,0.25435,0.22565,0.5,7460,1683,6618,23887,3.2,FALSE
1944,90,0.26375,0.23302,0.5,5777,1346,5104,17269,2.99,FALSE
1944,91,0.30725,0.26633,0.5,4431,1180,3841,12166,2.75,FALSE
1944,92,0.36901,0.31153,0.5,3251,1013,2744,8325,2.56,FALSE
1944,93,0.35672,0.30273,0.5,2238,677,1899,5581,2.49,FALSE
1944,94,0.37918,0.31875,0.5,1560,497,1312,3682,2.36,FALSE
1944,95,0.40612,0.33758,0.5,1063,359,884,2370,2.23,FALSE
1944,96,0.43365,0.35638,0.5,704,251,579,1486,2.11,FALSE
1944,97,0.46158,0.37503,0.5,453,170,368,908,2,FALSE
1944,98,0.48977,0.39342,0.5,283,111,228,539,1.9,FALSE
1944,99,0.51801,0.41145,0.5,172,71,136,312,1.81,FALSE
1944,100,0.54614,0.429,0.5,101,43,79,175,1.73,FALSE
1944,101,0.57398,0.44599,0.5,58,26,45,96,1.66,FALSE
1944,102,0.60136,0.46234,0.5,32,15,25,51,1.59,FALSE
1944,103,0.62812,0.478,0.5,17,8,13,26,1.53,FALSE
1944,104,0.65412,0.49291,0.5,9,4,7,13,1.48,FALSE
1944,105,0.67923,0.50703,0.5,5,2,3,7,1.43,FALSE
1944,106,0.70334,0.52035,0.5,2,1,2,3,1.39,FALSE
1944,107,0.72637,0.53285,0.5,1,1,1,1,1.35,FALSE
1944,108,0.74825,0.54453,0.5,1,0,0,1,1.31,FALSE
1944,109,0.76894,0.5554,0.5,0,0,0,0,1.29,FALSE
1944,110,0.7884,1,1.27,0,0,0,0,1.27,TRUE
1945,0,0.02673,0.02612,0.13,100000,2612,97722,6951287,69.51,FALSE
1945,1,0.00316,0.00315,0.5,97388,307,97234,6853566,70.37,FALSE
1945,2,0.00194,0.00194,0.5,97081,188,96987,6756331,69.59,FALSE
1945,3,0.00141,0.00141,0.5,96892,136,96824,6659345,68.73,FALSE
1945,4,0.00118,0.00118,0.5,96756,114,96699,6562521,67.83,FALSE
1945,5,0.00106,0.00106,0.5,96642,103,96591,6465822,66.9,FALSE
1945,6,0.00087,0.00087,0.5,96539,84,96497,6369231,65.98,FALSE
1945,7,0.00082,0.00082,0.5,96455,79,96416,6272734,65.03,FALSE
1945,8,0.00082,0.00082,0.5,96376,79,96337,6176318,64.09,FALSE
1945,9,0.00052,0.00052,0.5,96298,50,96273,6079981,63.14,FALSE
1945,10,0.00089,0.00089,0.5,96248,86,96205,5983708,62.17,FALSE
1945,11,0.00056,0.00056,0.5,96162,54,96135,5887504,61.22,FALSE
1945,12,0.00055,0.00055,0.5,96108,53,96081,5791369,60.26,FALSE
1945,13,0.00104,0.00104,0.5,96055,99,96005,5695287,59.29,FALSE
1945,14,0.00078,0.00078,0.5,95956,75,95918,5599282,58.35,FALSE
1945,15,0.00094,0.00094,0.5,95881,90,95836,5503364,57.4,FALSE
1945,16,0.0014,0.0014,0.5,95791,134,95724,5407528,56.45,FALSE
1945,17,0.00171,0.00171,0.5,95657,164,95575,5311804,55.53,FALSE
1945,18,0.00204,0.00204,0.5,95493,195,95395,5216229,54.62,FALSE
1945,19,0.00256,0.00256,0.5,95298,244,95176,5120834,53.74,FALSE
1945,20,0.00235,0.00235,0.5,95054,223,94943,5025658,52.87,FALSE
1945,21,0.00227,0.00227,0.5,94831,215,94723,4930715,51.99,FALSE
1945,22,0.00238,0.00238,0.5,94616,225,94503,4835992,51.11,FALSE
1945,23,0.00238,0.00238,0.5,94391,224,94279,4741488,50.23,FALSE
1945,24,0.00192,0.00191,0.5,94166,180,94076,4647210,49.35,FALSE
1945,25,0.0025,0.00249,0.5,93986,234,93869,4553134,48.44,FALSE
1945,26,0.00212,0.00212,0.5,93752,199,93652,4459265,47.56,FALSE
1945,27,0.00213,0.00212,0.5,93553,199,93454,4365612,46.66,FALSE
1945,28,0.00219,0.00219,0.5,93354,204,93252,4272159,45.76,FALSE
1945,29,0.00235,0.00235,0.5,93150,219,93041,4178906,44.86,FALSE
1945,30,0.00207,0.00207,0.5,92931,192,92835,4085865,43.97,FALSE
1945,31,0.00223,0.00223,0.5,92739,207,92636,3993030,43.06,FALSE
1945,32,0.00214,0.00214,0.5,92532,198,92433,3900395,42.15,FALSE
1945,33,0.00205,0.00204,0.5,92334,189,92240,3807961,41.24,FALSE
1945,34,0.00238,0.00238,0.5,92146,219,92036,3715721,40.32,FALSE
1945,35,0.00222,0.00222,0.5,91927,204,91825,3623685,39.42,FALSE
1945,36,0.00227,0.00226,0.5,91723,208,91619,3531860,38.51,FALSE
1945,37,0.00273,0.00273,0.5,91515,249,91391,3440241,37.59,FALSE
1945,38,0.00272,0.00272,0.5,91266,248,91142,3348851,36.69,FALSE
1945,39,0.00267,0.00267,0.5,91018,243,90896,3257709,35.79,FALSE
1945,40,0.00264,0.00264,0.5,90775,240,90655,3166812,34.89,FALSE
1945,41,0.00339,0.00338,0.5,90535,306,90382,3076157,33.98,FALSE
1945,42,0.0038,0.00379,0.5,90229,342,90058,2985775,33.09,FALSE
1945,43,0.00298,0.00297,0.5,89887,267,89753,2895717,32.22,FALSE
1945,44,0.00377,0.00376,0.5,89620,337,89451,2805964,31.31,FALSE
1945,45,0.00411,0.00411,0.5,89283,367,89100,2716512,30.43,FALSE
1945,46,0.00456,0.00455,0.5,88916,405,88714,2627412,29.55,FALSE
1945,47,0.00482,0.00481,0.5,88512,425,88299,2538698,28.68,FALSE
1945,48,0.00519,0.00517,0.5,88087,456,87859,2450399,27.82,FALSE
1945,49,0.00531,0.00529,0.5,87631,464,87399,2362540,26.96,FALSE
1945,50,0.00562,0.0056,0.5,87167,488,86923,2275142,26.1,FALSE
1945,51,0.00661,0.00659,0.5,86679,571,86393,2188219,25.25,FALSE
1945,52,0.00673,0.00671,0.5,86107,578,85818,2101826,24.41,FALSE
1945,53,0.00797,0.00793,0.5,85530,679,85190,2016007,23.57,FALSE
1945,54,0.00719,0.00717,0.5,84851,608,84547,1930817,22.76,FALSE
1945,55,0.00862,0.00858,0.5,84243,723,83881,1846270,21.92,FALSE
1945,56,0.00863,0.0086,0.5,83520,718,83161,1762389,21.1,FALSE
1945,57,0.00982,0.00977,0.5,82802,809,82397,1679228,20.28,FALSE
1945,58,0.01053,0.01047,0.5,81993,859,81564,1596830,19.48,FALSE
1945,59,0.01264,0.01256,0.5,81134,1019,80625,1515267,18.68,FALSE
1945,60,0.01369,0.01359,0.5,80116,1089,79571,1434642,17.91,FALSE
1945,61,0.01381,0.01371,0.5,79026,1084,78485,1355071,17.15,FALSE
1945,62,0.0149,0.01479,0.5,77943,1153,77367,1276586,16.38,FALSE
1945,63,0.01838,0.01821,0.5,76790,1398,76091,1199220,15.62,FALSE
1945,64,0.01918,0.019,0.5,75392,1433,74676,1123128,14.9,FALSE
1945,65,0.02441,0.02411,0.5,73959,1783,73068,1048453,14.18,FALSE
1945,66,0.0234,0.02312,0.5,72176,1669,71342,975385,13.51,FALSE
1945,67,0.02725,0.02688,0.5,70507,1895,69559,904043,12.82,FALSE
1945,68,0.02863,0.02823,0.5,68612,1937,67643,834484,12.16,FALSE
1945,69,0.03417,0.0336,0.5,66675,2240,65555,766840,11.5,FALSE
1945,70,0.03549,0.03487,0.5,64435,2247,63311,701286,10.88,FALSE
1945,71,0.04165,0.0408,0.5,62188,2537,60919,637975,10.26,FALSE
1945,72,0.04739,0.0463,0.5,59651,2762,58270,577055,9.67,FALSE
1945,73,0.05107,0.0498,0.5,56889,2833,55473,518786,9.12,FALSE
1945,74,0.06039,0.05862,0.5,54056,3169,52472,463313,8.57,FALSE
1945,75,0.0629,0.06098,0.5,50887,3103,49336,410841,8.07,FALSE
1945,76,0.07112,0.06868,0.5,47784,3282,46143,361506,7.57,FALSE
1945,77,0.08538,0.08188,0.5,44502,3644,42680,315363,7.09,FALSE
1945,78,0.08893,0.08514,0.5,40858,3479,39119,272682,6.67,FALSE
1945,79,0.10243,0.09744,0.5,37380,3642,35559,233563,6.25,FALSE
1945,80,0.10683,0.10141,0.5,33737,3421,32027,198004,5.87,FALSE
1945,81,0.12161,0.11464,0.5,30316,3475,28578,165978,5.47,FALSE
1945,82,0.13593,0.12728,0.5,26841,3416,25133,137399,5.12,FALSE
1945,83,0.14362,0.134,0.5,23424,3139,21855,112267,4.79,FALSE
1945,84,0.16363,0.15125,0.5,20286,3068,18752,90412,4.46,FALSE
1945,85,0.18341,0.168,0.5,17217,2893,15771,71660,4.16,FALSE
1945,86,0.21405,0.19336,0.5,14325,2770,12940,55889,3.9,FALSE
1945,87,0.21436,0.19361,0.5,11555,2237,10436,42949,3.72,FALSE
1945,88,0.22561,0.20274,0.5,9318,1889,8373,32513,3.49,FALSE
1945,89,0.24664,0.21956,0.5,7429,1631,6613,24140,3.25,FALSE
1945,90,0.28849,0.25212,0.5,5798,1462,5067,17526,3.02,FALSE
1945,91,0.30491,0.26457,0.5,4336,1147,3762,12460,2.87,FALSE
1945,92,0.3092,0.2678,0.5,3189,854,2762,8697,2.73,FALSE
1945,93,0.33058,0.28369,0.5,2335,662,2004,5935,2.54,FALSE
1945,94,0.39471,0.32965,0.5,1672,551,1397,3932,2.35,FALSE
1945,95,0.39965,0.33309,0.5,1121,373,934,2535,2.26,FALSE
1945,96,0.42677,0.35172,0.5,748,263,616,1600,2.14,FALSE
1945,97,0.45435,0.37024,0.5,485,179,395,984,2.03,FALSE
1945,98,0.48221,0.38853,0.5,305,119,246,589,1.93,FALSE
1945,99,0.51018,0.40649,0.5,187,76,149,343,1.84,FALSE
1945,100,0.53808,0.42401,0.5,111,47,87,195,1.76,FALSE
1945,101,0.56575,0.441,0.5,64,28,50,107,1.68,FALSE
1945,102,0.59302,0.45739,0.5,36,16,28,58,1.61,FALSE
1945,103,0.61972,0.47312,0.5,19,9,15,30,1.55,FALSE
1945,104,0.64572,0.48812,0.5,10,5,8,15,1.5,FALSE
1945,105,0.67088,0.50237,0.5,5,3,4,8,1.45,FALSE
1945,106,0.69511,0.51583,0.5,3,1,2,4,1.4,FALSE
1945,107,0.71829,0.52849,0.5,1,1,1,2,1.36,FALSE
1945,108,0.74038,0.54035,0.5,1,0,0,1,1.33,FALSE
1945,109,0.7613,0.55141,0.5,0,0,0,0,1.3,FALSE
1945,110,0.78104,1,1.28,0,0,0,0,1.28,TRUE
1946,0,0.0238,0.02331,0.12,100000,2331,97948,7066313,70.66,FALSE
1946,1,0.00194,0.00194,0.5,97669,190,97574,6968365,71.35,FALSE
1946,2,0.00132,0.00132,0.5,97479,129,97415,6870791,70.48,FALSE
1946,3,0.00102,0.00102,0.5,97351,99,97301,6773376,69.58,FALSE
1946,4,0.00097,0.00097,0.5,97251,94,97204,6676075,68.65,FALSE
1946,5,0.00083,0.00083,0.5,97157,80,97117,6578871,67.71,FALSE
1946,6,0.00068,0.00068,0.5,97077,66,97044,6481754,66.77,FALSE
1946,7,0.00042,0.00042,0.5,97010,41,96990,6384710,65.81,FALSE
1946,8,0.00037,0.00037,0.5,96969,36,96951,6287720,64.84,FALSE
1946,9,0.00065,0.00065,0.5,96933,63,96902,6190769,63.87,FALSE
1946,10,0.00047,0.00047,0.5,96870,45,96848,6093868,62.91,FALSE
1946,11,0.00058,0.00058,0.5,96825,57,96797,5997020,61.94,FALSE
1946,12,0.00046,0.00046,0.5,96768,44,96746,5900223,60.97,FALSE
1946,13,0.00072,0.00072,0.5,96724,70,96689,5803477,60,FALSE
1946,14,0.00065,0.00065,0.5,96654,63,96623,5706788,59.04,FALSE
1946,15,8e-04,8e-04,0.5,96591,77,96553,5610166,58.08,FALSE
1946,16,0.00094,0.00093,0.5,96514,90,96469,5513613,57.13,FALSE
1946,17,0.00138,0.00138,0.5,96424,133,96357,5417144,56.18,FALSE
1946,18,0.00101,0.00101,0.5,96291,97,96242,5320786,55.26,FALSE
1946,19,0.00137,0.00137,0.5,96194,132,96128,5224544,54.31,FALSE
1946,20,0.00155,0.00155,0.5,96062,149,95987,5128416,53.39,FALSE
1946,21,0.00195,0.00194,0.5,95913,186,95820,5032429,52.47,FALSE
1946,22,0.00188,0.00187,0.5,95727,179,95637,4936609,51.57,FALSE
1946,23,0.00144,0.00144,0.5,95547,137,95479,4840972,50.67,FALSE
1946,24,0.00186,0.00185,0.5,95410,177,95322,4745494,49.74,FALSE
1946,25,0.00148,0.00148,0.5,95233,141,95163,4650172,48.83,FALSE
1946,26,0.00189,0.00189,0.5,95092,180,95002,4555010,47.9,FALSE
1946,27,0.00168,0.00168,0.5,94912,159,94833,4460007,46.99,FALSE
1946,28,0.00179,0.00179,0.5,94753,169,94668,4365175,46.07,FALSE
1946,29,0.00184,0.00184,0.5,94584,174,94497,4270507,45.15,FALSE
1946,30,0.00186,0.00186,0.5,94410,176,94322,4176010,44.23,FALSE
1946,31,0.00169,0.00169,0.5,94234,159,94155,4081688,43.31,FALSE
1946,32,0.00189,0.00189,0.5,94075,178,93986,3987533,42.39,FALSE
1946,33,0.00197,0.00197,0.5,93897,185,93805,3893546,41.47,FALSE
1946,34,0.00208,0.00208,0.5,93713,195,93615,3799741,40.55,FALSE
1946,35,0.00187,0.00187,0.5,93518,175,93430,3706126,39.63,FALSE
1946,36,0.00221,0.00221,0.5,93343,206,93240,3612696,38.7,FALSE
